text,author
"Of polished desert quarried marble were its walls, in height cubits and in breadth , so that chariots might pass each other as men drave them along the top.",Howard Phillips Lovecraft
"That object no larger than a good sized rat and quaintly called by the townspeople ""Brown Jenkin"" seemed to have been the fruit of a remarkable case of sympathetic herd delusion, for in no less than eleven persons had testified to glimpsing it.",Howard Phillips Lovecraft
"Only the silent, sleepy, staring houses in the backwoods can tell all that has lain hidden since the early days; and they are not communicative, being loath to shake off the drowsiness which helps them forget.",Howard Phillips Lovecraft
"At Bates Street I drew into a yawning vestibule while two shambling figures crossed in front of me, but was soon on my way again and approaching the open space where Eliot Street obliquely crosses Washington at the intersection of South.",Howard Phillips Lovecraft
"Then suddenly all the stars were blotted from the sky even bright Deneb and Vega ahead, and the lone Altair and Fomalhaut behind us.",Howard Phillips Lovecraft
"In the radical theory of reanimation they saw nothing but the immature vagaries of a youthful enthusiast whose slight form, yellow hair, spectacled blue eyes, and soft voice gave no hint of the supernormal almost diabolical power of the cold brain within.",Howard Phillips Lovecraft
"Mrs. Frye proposed telephoning the neighbours, and Elmer was about to agree when the noise of splintering wood burst in upon their deliberations.",Howard Phillips Lovecraft
"I was faint, even fainter than the hateful modernity of that accursed city had made me.",Howard Phillips Lovecraft
"Dr. Barnard, who had been watching the patient, thought he noticed in the pale blue eyes a certain gleam of peculiar quality; and in the flaccid lips an all but imperceptible tightening, as if of intelligent determination.",Howard Phillips Lovecraft
We kept track of all the deaths and their circumstances with systematic care.,Howard Phillips Lovecraft
"The town was now a city, and one by one the cabins gave place to houses; simple, beautiful houses of brick and wood, with stone steps and iron railings and fanlights over the doors.",Howard Phillips Lovecraft
"It was our plan to remain where we were and intercept the liner Dacia, mentioned in information from agents in New York.",Howard Phillips Lovecraft
"There were many palaces, the least of which were mightier than any in Thraa or Ilarnek or Kadatheron.",Howard Phillips Lovecraft
"It seems that he did not scorn the incantations of the mediaevalists, since he believed these cryptic formulae to contain rare psychological stimuli which might conceivably have singular effects on the substance of a nervous system from which organic pulsations had fled.",Howard Phillips Lovecraft
"So numerous were they, that Kuranes almost mistook them for an army, but their leader told him they were sent in his honour; since it was he who had created Ooth Nargai in his dreams, on which account he was now to be appointed its chief god for evermore.",Howard Phillips Lovecraft
"Meanwhile the cult, by appropriate rites, must keep alive the memory of those ancient ways and shadow forth the prophecy of their return.",Howard Phillips Lovecraft
"One night about eleven the pump of the refrigerating machine broke down, so that within three hours the process of ammonia cooling became impossible.",Howard Phillips Lovecraft
"The town, I could see, formed a significant and exaggerated example of communal decay; but being no sociologist I would limit my serious observations to the field of architecture.",Howard Phillips Lovecraft
"So I tried to read, and soon became tremblingly absorbed by something I found in that accursed Necronomicon; a thought and a legend too hideous for sanity or consciousness.",Howard Phillips Lovecraft
"Cable advices from Dunedin report that the Alert was well known there as an island trader, and bore an evil reputation along the waterfront.",Howard Phillips Lovecraft
"In the lighter preliminary phase the evil old woman was now of fiendish distinctness, and Gilman knew she was the one who had frightened him in the slums.",Howard Phillips Lovecraft
"If I did, my father would probably shut me up in a sanitarium as my poor little cousin is shut up.",Howard Phillips Lovecraft
"Bolton had a surprisingly good police force for so small a town, and I could not help fearing the mess which would ensue if the affair of the night before were ever tracked down.",Howard Phillips Lovecraft
"Jewel Lake, which lay above the scene of action, heaved as in a tempest.",Howard Phillips Lovecraft
"We began to march in the new dusk, with the thin silver sickle of a young moon trembling over the woods on our left.",Howard Phillips Lovecraft
"He had not noticed the time on the Kingsport steeple, though he could easily have made it out with his pocket telescope; but he knew his lateness was something very strange and unprecedented.",Howard Phillips Lovecraft
Those who once knew him as scholar and aesthete say it is very pitiful to see him now.,Howard Phillips Lovecraft
"Late at night the conference disbanded without having developed a definite plan, but all day Sunday Armitage was busy comparing formulae and mixing chemicals obtained from the college laboratory.",Howard Phillips Lovecraft
"It was from a youthful reverie filled with speculations of this sort that I arose one afternoon in the winter of , when to the state psychopathic institution in which I served as an interne was brought the man whose case has ever since haunted me so unceasingly.",Howard Phillips Lovecraft
"One night, as he was returning from his work, I intercepted Zann in the hallway and told him that I would like to know him and be with him when he played.",Howard Phillips Lovecraft
"And in the autumn of the year, when the winds from the north curse and whine, and the red leaved trees of the swamp mutter things to one another in the small hours of the morning under the horned waning moon, I sit by the casement and watch that star.",Howard Phillips Lovecraft
"But the torso and lower parts of the body were teratologically fabulous, so that only generous clothing could ever have enabled it to walk on earth unchallenged or uneradicated.",Howard Phillips Lovecraft
"Instead of the hillside tomb, it was the charred cellar on the crest of the slope whose presiding daemon beckoned to me with unseen fingers.",Howard Phillips Lovecraft
"There were evil smelling staircases which creaked ominously, and on which the old woman seemed to radiate a faint violet light; and finally a door leading off a landing.",Howard Phillips Lovecraft
"As the weeks passed, the playing grew wilder, whilst the old musician acquired an increasing haggardness and furtiveness pitiful to behold.",Howard Phillips Lovecraft
"In short, both principle and policy demanded stern action; and I could not doubt but that Publius Scribonius, bearing in mind the dignity and obligations of the Roman People, would adhere to his plan of despatching the cohort, me accompanying, despite such objections as Balbutius and Asellius speaking indeed more like provincials than Romans might see fit to offer and multiply.",Howard Phillips Lovecraft
"At each outburst of Slater's violence, I would fit the transmitter to his forehead and the receiver to my own; constantly making delicate adjustments for various hypothetical wave lengths of intellectual energy.",Howard Phillips Lovecraft
"Dunwich folk read the stories when they appeared, and grinned over the obvious mistakes.",Howard Phillips Lovecraft
"The hideous occurrence itself was very simple, notable only for what it implied.",Howard Phillips Lovecraft
"Physicians had told me of the danger of those spells, and I knew there was no time to be lost; so remembering what the landlady had said about the invalid's help of the injured workman, I dragged myself upstairs and knocked feebly at the door above mine.",Howard Phillips Lovecraft
"There had been a gorgeous sunset, and now the moon came up, nearly full and shedding a silver flood over the plain, the distant mountainside, and the curious low mounds that rose here and there.",Howard Phillips Lovecraft
The end of Herbert West began one evening in our joint study when he was dividing his curious glance between the newspaper and me.,Howard Phillips Lovecraft
"Once she hinted to the child Dutee of a somewhat peculiar circumstance in Mercy's last moments, but he had soon forgotten all about it save that it was something peculiar.",Howard Phillips Lovecraft
"Thus time and the want of a reminder dulled the memory of the curse in the minds of the late Comte's family, so that when Godfrey, innocent cause of the whole tragedy and now bearing the title, was killed by an arrow whilst hunting, at the age of thirty two, there were no thoughts save those of grief at his demise.",Howard Phillips Lovecraft
"And I viewed by moonlight the sparkling sea, the crystal headlands, and the placid harbour wherein lay anchored the White Ship.",Howard Phillips Lovecraft
"He seemed to be in an aboundingly good humour, yet to possess those eccentricities which one might guess from his grooming.",Howard Phillips Lovecraft
"We used to laugh at him, for we knew him from his birth though he thought himself a King's son.",Howard Phillips Lovecraft
"In time there were no more swords, three cornered hats, or periwigs in The Street.",Howard Phillips Lovecraft
"Not far from the grey city of Ib did the wandering tribes lay the first stones of Sarnath, and at the beings of Ib they marvelled greatly.",Howard Phillips Lovecraft
"Some extensive cave in had obliterated all trace of the underground passage, while the rain had washed so much earth back into the excavation that I could not tell how deeply I had dug that other day.",Howard Phillips Lovecraft
"You call the Salem witchcraft a delusion, but I'll wage my four times great grandmother could have told you things.",Howard Phillips Lovecraft
"A pulpy, tentacled head surmounted a grotesque and scaly body with rudimentary wings; but it was the general outline of the whole which made it most shockingly frightful.",Howard Phillips Lovecraft
"All to onct Sally she yelled agin, an' says the front yard picket fence hed just crumbled up, though they wa'n't no sign o' what done it.",Howard Phillips Lovecraft
"Having noted and copied an oral ritual among the swamp cult worshippers his men had arrested, he besought the professor to remember as best he might the syllables taken down amongst the diabolist Esquimaux.",Howard Phillips Lovecraft
"What seemed to be the main document was headed ""CTHULHU CULT"" in characters painstakingly printed to avoid the erroneous reading of a word so unheard of.",Howard Phillips Lovecraft
"Then there was heavy, deliberate tramping in the cottage, and Olney heard the windows opening, first on the north side opposite him, and then on the west just around the corner.",Howard Phillips Lovecraft
At another Time Bozzy as we us'd to call him complain'd of my Harshness toward new Writers in the Articles I prepar'd for The Monthly Review.,Howard Phillips Lovecraft
"Only the coffins themselves remained as potential stepping stones, and as he considered these he speculated on the best mode of arranging them.",Howard Phillips Lovecraft
"He considered it an obligation to his ward to make the most of all the boy's property, nor did he concern himself with the deaths and illnesses which caused so many changes of tenants, or the steadily growing aversion with which the house was generally regarded.",Howard Phillips Lovecraft
"When I told my uncle about it he was greatly aroused; and after a tense hour of reflection, arrived at a definite and drastic decision.",Howard Phillips Lovecraft
"""I dun't keer what folks think ef Lavinny's boy looked like his pa, he wouldn't look like nothin' ye expeck.",Howard Phillips Lovecraft
"The light was dim, but Birch's sight was good, and he did not get Asaph Sawyer's coffin by mistake, although it was very similar.",Howard Phillips Lovecraft
"During her brief stay at Jermyn House she occupied a remote wing, and was waited on by her husband alone.",Howard Phillips Lovecraft
Of course he heard about the matter afterward and suffered untold torments of black and bewildered speculation; but even that was not as bad as actual nearness and several possible sights would have been.,Howard Phillips Lovecraft
"Then he returned to the sepulchre, and using his spade as a lever, sought to pry up the slab lying nearest to a stony ruin which may have been a monument in its day.",Howard Phillips Lovecraft
"I knew that the time for action had come, and forthwith drew the bolt of the northward connecting door, bracing myself for the task of battering it open.",Howard Phillips Lovecraft
There were in that Street many trees; elms and oaks and maples of dignity; so that in the summer the scene was all soft verdure and twittering bird song.,Howard Phillips Lovecraft
"Then, as my gaze circled inland from the town, something less tranquil arrested my notice and held me immobile for a second.",Howard Phillips Lovecraft
Two had been killed; perhaps that had finished it.,Howard Phillips Lovecraft
"I remember the square of moonlight on the floor, that was not like any other light, and the visions that danced in the moonbeams when my mother sang to me.",Howard Phillips Lovecraft
"Armitage heard the savage yelping of the great watchdog, and studied Whateley's gorilla like lope as he crossed the bit of campus visible from the window.",Howard Phillips Lovecraft
"Of the longitude I knew nothing, and no island or coast line was in sight.",Howard Phillips Lovecraft
"It was the same for more than an hour, when the final throaty rattle came.",Howard Phillips Lovecraft
"On the morning of July we sighted a warship flying American colours, and the men became very restless in their desire to surrender.",Howard Phillips Lovecraft
"Pointing to a chair, table, and pile of books, the old man now left the room; and when I sat down to read I saw that the books were hoary and mouldy, and that they included old Morryster's wild Marvells of Science, the terrible Saducismus Triumphatus of Joseph Glanvill, published in , the shocking Daemonolatreia of Remigius, printed in at Lyons, and worst of all, the unmentionable Necronomicon of the mad Arab Abdul Alhazred, in Olaus Wormius' forbidden Latin translation; a book which I had never seen, but of which I had heard monstrous things whispered.",Howard Phillips Lovecraft
"Amidst such stupendous ruin only chaos dwelt, and the representatives of two cities left disappointed; Syracusans that they had no statue to bear home, Tegeans that they had no artist to crown.",Howard Phillips Lovecraft
It was at this point that there came a knocking on the door; that ancient door of nail studded oak beyond which lay only the abyss of white cloud.,Howard Phillips Lovecraft
"One March night, however, we unexpectedly obtained a specimen which did not come from the potter's field.",Howard Phillips Lovecraft
"The tower at length finished, and his aching arms rested by a pause during which he sat on the bottom step of his grim device, Birch cautiously ascended with his tools and stood abreast of the narrow transom.",Howard Phillips Lovecraft
"Eli Liddeason, the other servant, constantly complained of weakness; and would have returned to his father's farm in Rehoboth but for a sudden attachment for Mehitabel Pierce, who was hired to succeed Hannah.",Howard Phillips Lovecraft
Dusk fell and found Birch still toiling.,Howard Phillips Lovecraft
But success and happiness were not to be.,Howard Phillips Lovecraft
"I heard his repeated shrieks before me, as he stumbled awkwardly along the level places and scrambled madly down the rickety ladders.",Howard Phillips Lovecraft
"I am now, however, resolv'd to unburthen myself of a Secret which I have hitherto kept thro' Dread of Incredulity; and to impart to the Publick a true knowledge of my long years, in order to gratifie their taste for authentick Information of an Age with whose famous Personages I was on familiar Terms.",Howard Phillips Lovecraft
"That item, gathered by chance in a haunt of sailors, seemed indeed rather far fetched; since the low, black reef lies a full mile and a half out from Innsmouth Harbour.",Howard Phillips Lovecraft
"But speech gave place to gasps again, and Lavinia screamed at the way the whippoorwills followed the change.",Howard Phillips Lovecraft
"Inertia and force of habit, however, caused him to defer action; and he lingered indecisively among thoughts of old times, taking down the strange hangings from his walls and refitting the house as it was in his early boyhood purple panes, Victorian furniture, and all.",Howard Phillips Lovecraft
It was somewhat after this time on Hallowe'en that a great blaze was seen at midnight on the top of Sentinel Hill where the old table like stone stands amidst its tumulus of ancient bones.,Howard Phillips Lovecraft
"But though Kalos and Musides dwelt in unbroken harmony, their natures were not alike.",Howard Phillips Lovecraft
"Groups of citizens broad browed Roman colonists and coarse haired Romanised natives, together with obvious hybrids of the two strains, alike clad in cheap woollen togas and sprinklings of helmeted legionaries and coarse mantled, black bearded tribesmen of the circumambient Vascones all thronged the few paved streets and forum; moved by some vague and ill defined uneasiness.",Howard Phillips Lovecraft
"Our men searched him for souvenirs, and found in his coat pocket a very odd bit of ivory carved to represent a youth's head crowned with laurel.",Howard Phillips Lovecraft
"There was something very disturbing about the nauseous sketches and half finished monstrosities that leered around from every side of the room, and when Pickman suddenly unveiled a huge canvas on the side away from the light I could not for my life keep back a loud scream the second I had emitted that night.",Howard Phillips Lovecraft
"It's no vast tour I sometimes do it on foot, for I don't want to attract attention with a taxi in such a place.",Howard Phillips Lovecraft
"This person was the late William Channing Webb, Professor of Anthropology in Princeton University, and an explorer of no slight note.",Howard Phillips Lovecraft
"They worshipped, so they said, the Great Old Ones who lived ages before there were any men, and who came to the young world out of the sky.",Howard Phillips Lovecraft
Foreigners and credulous grandmothers are equally garrulous about the modern nickel crucifix with broken chain mixed in the rubbish and shiveringly identified by Joe Mazurewicz as that which he had given poor Gilman many years before.,Howard Phillips Lovecraft
"At night, as of yore, Musides sought the banquet halls of Tegea whilst Kalos wandered alone in the olive grove.",Howard Phillips Lovecraft
"He had slowly tried to perfect a solution which, injected into the veins of the newly deceased, would restore life; a labour demanding an abundance of fresh corpses and therefore involving the most unnatural actions.",Howard Phillips Lovecraft
"At first I would tiptoe up to my old fifth floor, then I grew bold enough to climb the last creaking staircase to the peaked garret.",Howard Phillips Lovecraft
"Wilbur had been shockingly nervous at Cambridge; anxious for the book, yet almost equally anxious to get home again, as if he feared the results of being away long.",Howard Phillips Lovecraft
"We sware to one another that the city was exactly the same, and still alive; and when the electric lights began to fade we cursed the company over and over again, and laughed at the queer faces we made.",Howard Phillips Lovecraft
Did they have dogs after all?,Howard Phillips Lovecraft
"Stern as a Jewish prophet, and laconically unamazed as none since his day could be, he told of the beast that had brought forth what was more than beast but less than man the thing with the blemished eye and of the screaming drunken wretch that they hanged for having such an eye.",Howard Phillips Lovecraft
"Upon Zann the effect was terrible, for dropping his pencil suddenly he rose, seized his viol, and commenced to rend the night with the wildest playing I had ever heard from his bow save when listening at the barred door.",Howard Phillips Lovecraft
One definite flash I shall always remember.,Howard Phillips Lovecraft
"At twenty he had joined a band of music hall performers, and at thirty six had deserted his wife and child to travel with an itinerant American circus.",Howard Phillips Lovecraft
"Whilst Barzai was shouting these things Atal felt a spectral change in the air, as if the laws of earth were bowing to greater laws; for though the way was steeper than ever, the upward path was now grown fearsomely easy, and the bulging cliff proved scarce an obstacle when he reached it and slid perilously up its convex face.",Howard Phillips Lovecraft
"Soon to our ears came the distant thunder of falling waters, and to our eyes appeared on the far horizon ahead the titanic spray of a monstrous cataract, wherein the oceans of the world drop down to abysmal nothingness.",Howard Phillips Lovecraft
"Again he tried to stop up the hole at the base of the slanting wall, wedging in a candlestick which seemed of about the right size.",Howard Phillips Lovecraft
"They rotted quickly, and at one stage became slightly phosphorescent; so that nocturnal passers by sometimes spoke of witch fires glowing behind the broken panes of the foetor spreading windows.",Howard Phillips Lovecraft
How did he know so much about what they expected?,Howard Phillips Lovecraft
"That, you remember, was when Minot cut him.",Howard Phillips Lovecraft
My reason for going ahead to Babson was that I wished neither to re cross the earlier open space nor to begin my westward course along a cross street as broad as South.,Howard Phillips Lovecraft
"Here the old man faltered, mumbled, and lapsed into a moody and apprehensive silence; glancing nervously over his shoulder and then turning back to stare fascinatedly at the distant black reef.",Howard Phillips Lovecraft
"At fust the things didn't never go onto the main island, but arter a time they come to want to.",Howard Phillips Lovecraft
"It was, they averred, as though someone had groped about the ruins at no distant period.",Howard Phillips Lovecraft
It was not long after my arrival and employment that Juan Romero came to the Norton Mine.,Howard Phillips Lovecraft
"Half gliding, half floating in the air, the white clad bog wraiths were slowly retreating toward the still waters and the island ruin in fantastic formations suggesting some ancient and solemn ceremonial dance.",Howard Phillips Lovecraft
"When we rose to the surface about sunset a seaman's body was found on the deck, hands gripping the railing in curious fashion.",Howard Phillips Lovecraft
"The boat did not at once descend to match the greater ocean depth, so I was soon forced to adjust the searchlight to cast a sharply downward beam.",Howard Phillips Lovecraft
"For there was a clearly visible living figure on that desolate island, and a second glance told him it was certainly the strange old woman whose sinister aspect had worked itself so disastrously into his dreams.",Howard Phillips Lovecraft
"Desrochers, too, had something to say in fact, he insisted that cautious steps had sounded in the now vacant room above him on the first and second nights of Gilman's absence from it.",Howard Phillips Lovecraft
"Several swimmers were still discernible; while on the far black reef I could see a faint, steady glow unlike the winking beacon visible before, and of a curious colour which I could not precisely identify.",Howard Phillips Lovecraft
"The things we saw were very old and marvellous, or at least they seemed so in the few straggling rays of light by which I viewed them, and I shall never forget the tottering Ionic columns and fluted pilasters and urn headed iron fence posts and flaring lintelled windows and decorative fanlights that appeared to grow quainter and stranger the deeper we advanced into this inexhaustible maze of unknown antiquity.",Howard Phillips Lovecraft
To say that we actually believed in vampires or werewolves would be a carelessly inclusive statement.,Howard Phillips Lovecraft
"Yet from the first a taint of calamity, soon increased to boding significance, was apparent.",Howard Phillips Lovecraft
"Then came days of evil, when many who had known The Street of old knew it no more; and many knew it, who had not known it before.",Howard Phillips Lovecraft
When he did so his cry was less restrained than Morgan's had been.,Howard Phillips Lovecraft
"He could not, of course, have locked the door behind him; yet it was now fastened, presumably from the inside.",Howard Phillips Lovecraft
"After much patient instruction regarding its focussing and use, they left the telescope with the frightened group that remained in the road; and as they climbed they were watched closely by those among whom the glass was passed around.",Howard Phillips Lovecraft
"We often cast a beam around the ship, but saw only dolphins, swimming parallel to our own drifting course.",Howard Phillips Lovecraft
"And, as I have implied, it was not of the dead man himself that I became afraid.",Howard Phillips Lovecraft
"Warped and bigoted with preconceived illusions of justice, freedom, and consistency, they cast off the old lore and the old ways with the old beliefs; nor ever stopped to think that that lore and those ways were the sole makers of their present thoughts and judgments, and the sole guides and standards in a meaningless universe without fixed aims or stable points of reference.",Howard Phillips Lovecraft
"No, Thurber, these ancient places are dreaming gorgeously and overflowing with wonder and terror and escapes from the commonplace, and yet there's not a living soul to understand or profit by them.",Howard Phillips Lovecraft
"As you know, the club wouldn't exhibit it, and the Museum of Fine Arts wouldn't accept it as a gift; and I can add that nobody would buy it, so Pickman had it right in his house till he went.",Howard Phillips Lovecraft
"He wondered how it would look, for it had been left vacant and untended through his neglect since the death of his strange great uncle Christopher thirty years before.",Howard Phillips Lovecraft
"The man had always shivered when he read this scroll, and Carter shivered now.",Howard Phillips Lovecraft
"And the floor of the palace is of glass, under which flow the cunningly lighted waters of the Narg, gay with gaudy fish not known beyond the bounds of lovely Cathuria.""",Howard Phillips Lovecraft
At times I fancied that every contour of these blasphemous fish frogs was overflowing with the ultimate quintessence of unknown and inhuman evil.,Howard Phillips Lovecraft
"He was more than ordinarily tender hearted, and he did not like the hideous screams he had heard in the ancient house just after the hour appointed for the deed.",Howard Phillips Lovecraft
"Last night I swallowed the drug and floated dreamily into the golden valley and the shadowy groves; and when I came this time to the antique wall, I saw that the small gate of bronze was ajar.",Howard Phillips Lovecraft
"There he would meditate upon the visions that filled his mind, and there devise the forms of beauty which later became immortal in breathing marble.",Howard Phillips Lovecraft
I have said that I awaked suddenly and in alarm.,Howard Phillips Lovecraft
"But when the moon went over to the west and the still tide ebbed from the sullen shore, I saw in that light old spires that the waves almost uncovered, and white columns gay with festoons of green seaweed.",Howard Phillips Lovecraft
"The place was far from any road, and in sight of no other house, yet precautions were none the less necessary; since rumours of strange lights, started by chance nocturnal roamers, would soon bring disaster on our enterprise.",Howard Phillips Lovecraft
"There was nothing like a ladder in the tomb, and the coffin niches on the sides and rear which Birch seldom took the trouble to use afforded no ascent to the space above the door.",Howard Phillips Lovecraft
"Later he insulted Mr. Burke in so intolerable a Manner, that we all took Pains to shew our Disapproval; after which Incident he came no more to our Meetings.",Howard Phillips Lovecraft
Then suddenly Old Bugs ceased to wield his javelin and stopped still drawing himself up more erectly than any denizen of the place had ever seen him before.,Howard Phillips Lovecraft
"The boxes were fairly even, and could be piled up like blocks; so he began to compute how he might most stably use the eight to rear a scalable platform four deep.",Howard Phillips Lovecraft
"that face with the red eyes an' crinkly albino hair, an' no chin, like the Whateleys . . .",Howard Phillips Lovecraft
What I did succeed in doing was to overhear the nocturnal playing of the dumb old man.,Howard Phillips Lovecraft
"About , when Wilbur was a boy of ten whose mind, voice, stature, and bearded face gave all the impressions of maturity, a second great siege of carpentry went on at the old house.",Howard Phillips Lovecraft
"The reception of his request seems to have been varied; but he must, at the very least, have received more responses than any ordinary man could have handled without a secretary.",Howard Phillips Lovecraft
It had been an eldritch thing no wonder sensitive students shudder at the Puritan age in Massachusetts.,Howard Phillips Lovecraft
"He would have descended and asked the way to Ooth Nargai had not a fearsome aurora sputtered up from some remote place beyond the horizon, shewing the ruin and antiquity of the city, and the stagnation of the reedy river, and the death lying upon that land, as it had lain since King Kynaratholis came home from his conquests to find the vengeance of the gods.",Howard Phillips Lovecraft
"The press cuttings, as I have intimated, touched on cases of panic, mania, and eccentricity during the given period.",Howard Phillips Lovecraft
"They glistened bloated and green in the moonbeams, and seemed to gaze up at the fount of light.",Howard Phillips Lovecraft
"My immediate actions were peculiar for such a situation, but it is only in tales that a man does the dramatic and foreseen thing.",Howard Phillips Lovecraft
"Here the dense growth of weeds and briers hindered me and cruelly tore my clothes, but I was none the less glad that they were there to give me concealment in case of peril.",Howard Phillips Lovecraft
"There was talk of a complaint to the Society for the Prevention of Cruelty to Animals; but nothing ever came of it, since Dunwich folk are never anxious to call the outside world's attention to themselves.",Howard Phillips Lovecraft
"We chose our house with the greatest care, seizing at last on a rather run down cottage near the end of Pond Street; five numbers from the closest neighbour, and separated from the local potter's field by only a stretch of meadow land, bisected by a narrow neck of the rather dense forest which lies to the north.",Howard Phillips Lovecraft
"I now visited the accursed place with increased frequency; studying the unwholesome vegetation of the garden, examining all the walls of the building, and poring over every inch of the earthen cellar floor.",Howard Phillips Lovecraft
"Though the northward pull had not diminished, he resisted it as he had resisted the other pull, and finally found that he could almost balance the one against the other.",Howard Phillips Lovecraft
"Yet could no act be performed to check the impending cataclysm; for the swart, sinister men were old in cunning.",Howard Phillips Lovecraft
"Surely, I had little enough chance of rescue.",Howard Phillips Lovecraft
"Calm, lasting beauty comes only in dream, and this solace the world had thrown away when in its worship of the real it threw away the secrets of childhood and innocence.",Howard Phillips Lovecraft
"The next day all the countryside was in a panic; and cowed, uncommunicative groups came and went where the fiendish thing had occurred.",Howard Phillips Lovecraft
"Jermyn could form no conjecture, but by close questioning obtained a very picturesque legend of the stuffed goddess.",Howard Phillips Lovecraft
"I had drilled myself in preparation for the crucial moment, and blind training saved me.",Howard Phillips Lovecraft
"This, he said, was to neutralise the compound and release the system to a normal relaxation so that the reanimating solution might freely work when injected.",Howard Phillips Lovecraft
"He had protested then, when they had found him, waked him, and carried him home, for just as he was aroused he had been about to sail in a golden galley for those alluring regions where the sea meets the sky.",Howard Phillips Lovecraft
"I believe I did ridiculous things such as offering prayers to Artemis, Latona, Demeter, Persephone, and Plouton.",Howard Phillips Lovecraft
"They insisted that this was Kingsport, and I could not deny it.",Howard Phillips Lovecraft
"The newcomer was a thin, dark man of medium height attired in the clerical garb of the Anglican church.",Howard Phillips Lovecraft
"The smell of the sea took on ominous implications, and the silent driver's bent, rigid back and narrow head became more and more hateful.",Howard Phillips Lovecraft
"Fool that I was to plunge with such unsanctioned phrensy into mysteries no man was meant to penetrate; fool or god that he was my only friend, who led me and went before me, and who in the end passed into terrors which may yet be mine.",Howard Phillips Lovecraft
"Young Wilcox's rejoinder, which impressed my uncle enough to make him recall and record it verbatim, was of a fantastically poetic cast which must have typified his whole conversation, and which I have since found highly characteristic of him.",Howard Phillips Lovecraft
"As my grand uncle's heir and executor, for he died a childless widower, I was expected to go over his papers with some thoroughness; and for that purpose moved his entire set of files and boxes to my quarters in Boston.",Howard Phillips Lovecraft
"Then came the shift as vast converging planes of a slippery looking substance loomed above and below him a shift which ended in a flash of delirium and a blaze of unknown, alien light in which yellow, carmine, and indigo were madly and inextricably blended.",Howard Phillips Lovecraft
"Sewers came, but they passed by it.",Howard Phillips Lovecraft
Something very like fright had come over all the explorers before anything more definite than rock and ooze and weed was seen.,Howard Phillips Lovecraft
"A cry rose from the crowd, and Dr. Armitage shouted to the men outside that no one must be admitted till the police or medical examiner came.",Howard Phillips Lovecraft
"And as I watched the ripples that told of the writhing of worms beneath, I felt a new chill from afar out whither the condor had flown, as if my flesh had caught a horror before my eyes had seen it.",Howard Phillips Lovecraft
As he walked toward the bus I observed his peculiarly shambling gait and saw that his feet were inordinately immense.,Howard Phillips Lovecraft
"William Harris, at last thoroughly convinced of the radically unhealthful nature of his abode, now took steps toward quitting it and closing it forever.",Howard Phillips Lovecraft
"It wearied Carter to see how solemnly people tried to make earthly reality out of old myths which every step of their boasted science confuted, and this misplaced seriousness killed the attachment he might have kept for the ancient creeds had they been content to offer the sonorous rites and emotional outlets in their true guise of ethereal fantasy.",Howard Phillips Lovecraft
"I cannot express the wild, breathless suspense with which we waited for results on this first really fresh specimen the first we could reasonably expect to open its lips in rational speech, perhaps to tell of what it had seen beyond the unfathomable abyss.",Howard Phillips Lovecraft
"He sometimes dreamed better when awake, and he wanted to use that key.",Howard Phillips Lovecraft
"It was, in fact, nothing more or less than an abundant supply of freshly killed men in every stage of dismemberment.",Howard Phillips Lovecraft
"Toward morning I must have dropped asleep with the lights on, for I awoke in darkness yesterday afternoon to find the batteries dead.",Howard Phillips Lovecraft
"But though men talked of great changes, The Street felt them not; for its folk were still the same, speaking of the old familiar things in the old familiar accents.",Howard Phillips Lovecraft
"For out of an opened door in the Gilman House a large crowd of doubtful shapes was pouring lanterns bobbing in the darkness, and horrible croaking voices exchanging low cries in what was certainly not English.",Howard Phillips Lovecraft
"On the green and flowery mountains of Cathuria stand temples of pink marble, rich with carven and painted glories, and having in their courtyards cool fountains of silver, where purl with ravishing music the scented waters that come from the grotto born river Narg.",Howard Phillips Lovecraft
"I had, I felt, been halted by a barrier which my friend and leader had successfully passed.",Howard Phillips Lovecraft
"After the beams came clouds, and then I slept.",Howard Phillips Lovecraft
"The villagers of Hatheg say it is ill to climb Hatheg Kla at any time, and deadly to climb it by night when pale vapours hide the summit and the moon; but Barzai heeded them not when he came from neighbouring Ulthar with the young priest Atal, who was his disciple.",Howard Phillips Lovecraft
Apparently the horror had descended by a route much the same as that of its ascent.,Howard Phillips Lovecraft
"Relieved of my seizure in a marvellously short while, I left the shivery place a disciple and devotee of the gifted recluse.",Howard Phillips Lovecraft
"Only an effort halted him at a cafeteria in Church Street, and after the meal he felt the unknown pull still more strongly.",Howard Phillips Lovecraft
"For some unknown reason I dreaded the thought of disturbing the ancient bog and its sunless secrets, and pictured terrible sights lying black under the unmeasured depth of age old peat.",Howard Phillips Lovecraft
"On account of the general alarm and precautions, there were only two more victims, and the capture was effected without major casualties.",Howard Phillips Lovecraft
It was in the dark of September th that the horror broke loose.,Howard Phillips Lovecraft
"There were vague statements about disease and concentration camps, and later about dispersal in various naval and military prisons, but nothing positive ever developed.",Howard Phillips Lovecraft
"On reflection, he was glad he had not consulted the still more inquisitive college doctor.",Howard Phillips Lovecraft
"Barzai knew so much of the gods that he could tell of their comings and goings, and guessed so many of their secrets that he was deemed half a god himself.",Howard Phillips Lovecraft
"others'll worship with us at meetin' time, an' sarten haouses hez got to entertain guests . . .",Howard Phillips Lovecraft
